WSJ Perplexity: 479.879923373
HUB Perplexity: 496.377006722

GUESS:	AM: -2.57e+03	LM: -9.27e+01	Total: -2.66e+03	[some, calm, the, return, to, world, oil, markets, after, last, week, 's, stormy, trading]
GUESS:	AM: -4.07e+03	LM: -1.51e+02	Total: -4.22e+03	[in, the, secondary, markets, fixed, coupon, eurodollar, bonds, scored, slight, gains, on, in, afternoon, rebound, in, u., s., treasurys]
GOLD:	AM: -4.07e+03	LM: -1.50e+02	Total: -4.22e+03	[in, the, secondary, markets, fixed, coupon, eurodollar, bonds, scored, slight, gains, on, an, afternoon, rebound, in, u., s., treasurys]

GUESS:	AM: -3.45e+03	LM: -1.24e+02	Total: -3.57e+03	[the, dollar, bond, markets, in, general, were, quiet, as, participants, watched, for, signs, of, change, in, u., s., monetary, policy]
GOLD:	AM: -3.45e+03	LM: -1.24e+02	Total: -3.57e+03	[the, dollar, bond, markets, in, general, were, quiet, as, participants, watched, for, signs, of, change, in, u., s., monetary, policy]

GUESS:	AM: -2.98e+03	LM: -1.07e+02	Total: -3.09e+03	[the, korean, economy, powered, by, the, export, sector, has, seemed, immune, to, the, turmoil]
GOLD:	AM: -2.98e+03	LM: -1.07e+02	Total: -3.09e+03	[the, korean, economy, powered, by, the, export, sector, has, seemed, immune, to, the, turmoil]

GUESS:	AM: -2.16e+03	LM: -7.85e+01	Total: -2.24e+03	[so, many, foreign, businessmen, are, still, in, town, as, far, as, i, now]
GOLD:	AM: -2.17e+03	LM: -7.62e+01	Total: -2.24e+03	[so, many, foreign, businessmen, are, still, in, town, as, far, as, i, know]

GUESS:	AM: -3.16e+03	LM: -1.10e+02	Total: -3.27e+03	[manufacturers, have, so, many, orders, already, in, the, pipeline, says, another, u., s., bank, manager, in, cell]
GOLD:	AM: -3.17e+03	LM: -1.07e+02	Total: -3.27e+03	[manufacturers, have, so, many, orders, already, in, the, pipeline, says, another, u., s., bank, manager, in, seoul]

GUESS:	AM: -3.26e+03	LM: -1.36e+02	Total: -3.39e+03	[but, analysts, said, they, could, n't, estimate, how, much, as, sale, might, bring, because, interco, does, n't, break, out, even, allen, 's, results]
GOLD:	AM: -3.25e+03	LM: -1.42e+02	Total: -3.39e+03	[but, analysts, said, they, could, n't, estimate, how, much, a, sale, might, bring, because, interco, does, n't, break, out, ethan, allen, 's, results]

GUESS:	AM: -3.87e+03	LM: -1.65e+02	Total: -4.03e+03	[perhaps, they, think, they, can, get, top, dollar, for, that, portion, of, the, business, said, robert, buchanan, of, a., g., edwards, and, sons, incorporated, and, saint, louis]
GOLD:	AM: -3.87e+03	LM: -1.68e+02	Total: -4.03e+03	[perhaps, they, think, they, can, get, top, dollar, for, that, portion, of, the, business, said, robert, buchanan, of, a., g., edwards, and, sons, incorporated, in, saint, louis]

GUESS:	AM: -2.12e+03	LM: -7.86e+01	Total: -2.20e+03	[the, disclosure, of, a, possible, sale, of, ethan, allen, surprised, some, analysts]
GOLD:	AM: -2.12e+03	LM: -7.86e+01	Total: -2.20e+03	[the, disclosure, of, a, possible, sale, of, ethan, allen, surprised, some, analysts]

GUESS:	AM: -3.28e+03	LM: -1.43e+02	Total: -3.42e+03	[the, u., s., already, has, some, catching, up, to, do, with, what, 's, available, the, phone, customers, in, countries, with, fewer, restrictions, on, the, industry]
GOLD:	AM: -3.29e+03	LM: -1.43e+02	Total: -3.43e+03	[the, u., s., already, has, some, catching, up, to, do, with, what, 's, available, to, phone, customers, in, countries, with, fewer, restrictions, on, the, industry]

GUESS:	AM: -2.51e+03	LM: -5.67e+01	Total: -2.56e+03	[norman, robertson, senior, vice, president, and, chief, economist, at, mellon, bank, in, pittsburgh, agreed]
GOLD:	AM: -2.51e+03	LM: -5.67e+01	Total: -2.56e+03	[norman, robertson, senior, vice, president, and, chief, economist, at, mellon, bank, in, pittsburgh, agreed]

GUESS:	AM: -2.74e+03	LM: -6.08e+01	Total: -2.80e+03	[the, rate, on, six, month, bills, declined, to, seven, point, four, six, percent, from, seven, point, five, percent]
GOLD:	AM: -2.74e+03	LM: -6.08e+01	Total: -2.80e+03	[the, rate, on, six, month, bills, declined, to, seven, point, four, six, percent, from, seven, point, five, percent]

GUESS:	AM: -2.62e+03	LM: -9.81e+01	Total: -2.72e+03	[the, latest, three, month, bill, rate, fell, from, seven, point, three, seven, percent, bid, from, seven, point, four, one, percent]
GOLD:	AM: -2.62e+03	LM: -9.81e+01	Total: -2.72e+03	[the, latest, three, month, bill, rate, fell, from, seven, point, three, seven, percent, bid, from, seven, point, four, one, percent]

GUESS:	AM: -1.73e+03	LM: -3.69e+01	Total: -1.76e+03	[rates, on, short, term, treasury, bills, fell, slightly]
GOLD:	AM: -1.73e+03	LM: -3.69e+01	Total: -1.76e+03	[rates, on, short, term, treasury, bills, fell, slightly]

GUESS:	AM: -1.43e+03	LM: -4.50e+01	Total: -1.48e+03	[his, jail, for, life, in, nineteen, sixty, two]
GOLD:	AM: -1.44e+03	LM: -5.04e+01	Total: -1.49e+03	[he, was, jailed, for, life, in, nineteen, sixty, two]

GUESS:	AM: -9.50e+02	LM: -3.73e+01	Total: -9.87e+02	[pretoria, denied, the, rumor]
GOLD:	AM: -9.50e+02	LM: -3.73e+01	Total: -9.87e+02	[pretoria, denied, the, rumor]

GUESS:	AM: -2.91e+03	LM: -9.18e+01	Total: -3.00e+03	[a, supporting, factor, in, the, market, was, the, latest, monthly, survey, by, the, national, association, of, purchasing, management]
GOLD:	AM: -2.91e+03	LM: -9.18e+01	Total: -3.00e+03	[a, supporting, factor, in, the, market, was, the, latest, monthly, survey, by, the, national, association, of, purchasing, management]

GUESS:	AM: -3.67e+03	LM: -7.56e+01	Total: -3.75e+03	[the, purchasing, managers, ', index, in, october, rose, to, fifty, six, point, eight, percent, from, fifty, four, point, eight, percent, in, september]
GOLD:	AM: -3.67e+03	LM: -7.56e+01	Total: -3.75e+03	[the, purchasing, managers, ', index, in, october, rose, to, fifty, six, point, eight, percent, from, fifty, four, point, eight, percent, in, september]

GUESS:	AM: -2.67e+03	LM: -1.01e+02	Total: -2.77e+03	[the, survey, indicated, that, the, economy, expanded, briskly, in, october, reversing, a, three, month, decline]
GOLD:	AM: -2.67e+03	LM: -1.01e+02	Total: -2.77e+03	[the, survey, indicated, that, the, economy, expanded, briskly, in, october, reversing, a, three, month, decline]

GUESS:	AM: -1.83e+03	LM: -4.70e+01	Total: -1.88e+03	[separately, the, firm, posted, a, wider, quarterly, loss]
GOLD:	AM: -1.83e+03	LM: -4.70e+01	Total: -1.88e+03	[separately, the, firm, posted, a, wider, quarterly, loss]

GUESS:	AM: -2.02e+03	LM: -6.70e+01	Total: -2.08e+03	[what, supermarkets, knows, best, is, how, to, market, he, said]
GOLD:	AM: -2.02e+03	LM: -6.70e+01	Total: -2.08e+03	[what, supermarkets, knows, best, is, how, to, market, he, said]

GUESS:	AM: -2.96e+03	LM: -1.13e+02	Total: -3.08e+03	[allegheny, international, agreed, to, go, private, in, a, five, hundred, million, dollar, buyout, arranged, by, first, boston]
GOLD:	AM: -2.96e+03	LM: -1.13e+02	Total: -3.08e+03	[allegheny, international, agreed, to, go, private, in, a, five, hundred, million, dollar, buyout, arranged, by, first, boston]

GUESS:	AM: -2.48e+03	LM: -7.90e+01	Total: -2.56e+03	[he, declined, to, identify, possible, targets, but, indicated, that, they, would, be, retailers]
GOLD:	AM: -2.48e+03	LM: -7.90e+01	Total: -2.56e+03	[he, declined, to, identify, possible, targets, but, indicated, that, they, would, be, retailers]

GUESS:	AM: -3.49e+03	LM: -1.39e+02	Total: -3.63e+03	[she, adds, that, the, four, b., w., a., members, who, are, fired, later, unsuccessfully, filed, charges, against, i., b., m., with, regulators]
GOLD:	AM: -3.49e+03	LM: -1.40e+02	Total: -3.63e+03	[she, adds, that, the, four, b., w., a., members, who, were, fired, later, unsuccessfully, filed, charges, against, i., b., m., with, regulators]

GUESS:	AM: -1.99e+03	LM: -6.39e+01	Total: -2.05e+03	[in, one, case, lawsuit, was, filed, which, was, later, settled]
GOLD:	AM: -1.99e+03	LM: -6.52e+01	Total: -2.05e+03	[in, one, case, a, lawsuit, was, filed, which, was, later, settled]

GUESS:	AM: -3.57e+03	LM: -1.34e+02	Total: -3.71e+03	[the, price, committee, for, the, organization, of, petroleum, exporting, countries, meets, next, sunday, in, some, said, that, should, spur, another, rally]
GOLD:	AM: -3.57e+03	LM: -1.34e+02	Total: -3.71e+03	[the, price, committee, for, the, organization, of, petroleum, exporting, countries, meets, next, sunday, and, some, said, that, should, spur, another, rally]

GUESS:	AM: -2.49e+03	LM: -6.70e+01	Total: -2.56e+03	[the, b., w., a., 's, charges, are, absolutely, wrong, an, i., b., m., spokeswoman, says]
GOLD:	AM: -2.49e+03	LM: -6.70e+01	Total: -2.56e+03	[the, b., w., a., 's, charges, are, absolutely, wrong, an, i., b., m., spokeswoman, says]

GUESS:	AM: -1.37e+03	LM: -4.56e+01	Total: -1.42e+03	[exploration, is, mainly, for, lighter, crudes]
GOLD:	AM: -1.37e+03	LM: -4.56e+01	Total: -1.42e+03	[exploration, is, mainly, for, lighter, crudes]

GUESS:	AM: -1.01e+03	LM: -4.25e+01	Total: -1.06e+03	[his, leadership, is, not, produced]
GOLD:	AM: -1.01e+03	LM: -4.57e+01	Total: -1.06e+03	[his, leadership, has, not, produced]

GUESS:	AM: -1.84e+03	LM: -7.91e+01	Total: -1.92e+03	[but, such, accomplishments, no, longer, plays, so, well, in, gary]
GOLD:	AM: -1.84e+03	LM: -8.22e+01	Total: -1.92e+03	[but, such, accomplishments, no, longer, play, so, well, in, gary]

GUESS:	AM: -1.63e+03	LM: -8.96e+01	Total: -1.72e+03	[the, experts, worry, about, jail, space, but, there, 's, a, deeper, problem]
GOLD:	AM: -1.63e+03	LM: -8.95e+01	Total: -1.72e+03	[the, experts, worry, about, jail, space, but, there, is, a, deeper, problem]

GUESS:	AM: -3.06e+03	LM: -1.25e+02	Total: -3.18e+03	[but, a, treasury, official, in, washington, said, these, are, famous, deals, indicating, they, are, well, known, to, tax, authorities]
GOLD:	AM: -3.06e+03	LM: -1.25e+02	Total: -3.18e+03	[but, a, treasury, official, in, washington, said, these, are, famous, deals, indicating, they, are, well, known, to, tax, authorities]

GUESS:	AM: -3.40e+03	LM: -1.20e+02	Total: -3.52e+03	[a, higher, prime, is, predicted, because, the, fed, may, raise, its, discount, rate, soon, to, help, support, the, dollar]
GOLD:	AM: -3.40e+03	LM: -1.20e+02	Total: -3.52e+03	[a, higher, prime, is, predicted, because, the, fed, may, raise, its, discount, rate, soon, to, help, support, the, dollar]

GUESS:	AM: -3.80e+03	LM: -1.33e+02	Total: -3.93e+03	[many, economists, believe, the, fed, 's, recent, credit, tightening, along, with, japan, 's, rate, cuts, will, be, enough, to, stem, the, dollar, 's, fall]
GOLD:	AM: -3.79e+03	LM: -1.39e+02	Total: -3.93e+03	[many, economists, believe, the, fed, 's, recent, credit, tightening, along, with, japan, 's, rate, cuts, wo, n't, be, enough, to, stem, the, dollar, 's, fall]

GUESS:	AM: -4.43e+03	LM: -1.34e+02	Total: -4.57e+03	[that, one, obstacle, to, balance, trade, in, south, korea, 's, addiction, to, japanese, imports, which, have, increased, more, than, seventy, percent, since, nineteen, eighty, one]
GOLD:	AM: -4.43e+03	LM: -1.49e+02	Total: -4.58e+03	[but, one, obstacle, to, balanced, trade, is, south, korea, 's, addiction, to, japanese, imports, which, have, increased, more, than, seventy, percent, since, nineteen, eighty, one]

GUESS:	AM: -3.04e+03	LM: -1.15e+02	Total: -3.16e+03	[also, the, company, will, launch, a, number, of, major, new, products, or, push, existing, products, into, new, markets, he, said]
GOLD:	AM: -3.04e+03	LM: -1.15e+02	Total: -3.16e+03	[also, the, company, will, launch, a, number, of, major, new, products, or, push, existing, products, into, new, markets, he, said]

GUESS:	AM: -3.85e+03	LM: -1.45e+02	Total: -3.99e+03	[nestle, enterprises, targets, most, of, its, products, at, the, middle, class, and, upper, middle, class, markets, were, purchasing, power, has, increased, he, said]
GOLD:	AM: -3.85e+03	LM: -1.45e+02	Total: -3.99e+03	[nestle, enterprises, targets, most, of, its, products, at, the, middle, class, and, upper, middle, class, markets, where, purchasing, power, has, increased, he, said]

GUESS:	AM: -1.68e+03	LM: -3.17e+01	Total: -1.72e+03	[a, fed, spokesman, declined, to, comment, as, usual]
GOLD:	AM: -1.68e+03	LM: -3.17e+01	Total: -1.72e+03	[a, fed, spokesman, declined, to, comment, as, usual]

GUESS:	AM: -2.38e+03	LM: -8.72e+01	Total: -2.46e+03	[the, federal, reserve, 's, policy, committee, met, yesterday, and, tuesday, to, outline, strategy]
GOLD:	AM: -2.38e+03	LM: -8.72e+01	Total: -2.46e+03	[the, federal, reserve, 's, policy, committee, met, yesterday, and, tuesday, to, outline, strategy]

GUESS:	AM: -1.96e+03	LM: -6.44e+01	Total: -2.03e+03	[if, it, 's, not, a, quality, named, investors, do, n't, want, it]
GOLD:	AM: -1.97e+03	LM: -6.47e+01	Total: -2.03e+03	[if, it, 's, not, a, quality, name, investors, do, n't, want, it]

GUESS:	AM: -4.25e+03	LM: -1.31e+02	Total: -4.38e+03	[because, the, drop, in, its, price, in, new, york, trading, monday, was, greater, than, that, there, were, no, sony, buy, orders, in, tokyo, yesterday]
GOLD:	AM: -4.25e+03	LM: -1.31e+02	Total: -4.38e+03	[because, the, drop, in, its, price, in, new, york, trading, monday, was, greater, than, that, there, were, no, sony, buy, orders, in, tokyo, yesterday]

GUESS:	AM: -2.58e+03	LM: -8.78e+01	Total: -2.67e+03	[the, tele, quest, spokesman, said, the, executive, vice, president, post, wo, n't, be, felt]
GOLD:	AM: -2.58e+03	LM: -8.62e+01	Total: -2.67e+03	[the, tele, quest, spokesman, said, the, executive, vice, president, post, wo, n't, be, filled]

GUESS:	AM: -1.55e+03	LM: -5.37e+01	Total: -1.61e+03	[the, stations, signs, are, indeed, in, english]
GOLD:	AM: -1.55e+03	LM: -5.49e+01	Total: -1.61e+03	[the, station, signs, are, indeed, in, english]

GUESS:	AM: -3.82e+03	LM: -1.03e+02	Total: -3.93e+03	[mr., lee, had, taken, the, title, of, executive, vice, president, engineering, and, manufacturing, after, leaving, the, presidency, in, february]
GOLD:	AM: -3.82e+03	LM: -1.03e+02	Total: -3.93e+03	[mr., lee, had, taken, the, title, of, executive, vice, president, engineering, and, manufacturing, after, leaving, the, presidency, in, february]

GUESS:	AM: -1.04e+03	LM: -2.37e+01	Total: -1.06e+03	[some, are, n't, so, sure]
GOLD:	AM: -1.04e+03	LM: -2.37e+01	Total: -1.06e+03	[some, are, n't, so, sure]

GUESS:	AM: -2.18e+03	LM: -8.72e+01	Total: -2.26e+03	[when, the, subordinate, bad, mouths, he, has, n't, earned, that, right]
GOLD:	AM: -2.18e+03	LM: -8.72e+01	Total: -2.26e+03	[when, the, subordinate, bad, mouths, he, has, n't, earned, that, right]

GUESS:	AM: -2.52e+03	LM: -1.07e+02	Total: -2.63e+03	[only, one, actually, took, the, course, while, the, rest, plans, to, use, the, money, to, buy, a, plane]
GOLD:	AM: -2.52e+03	LM: -1.11e+02	Total: -2.63e+03	[only, one, actually, took, the, course, while, the, rest, planned, to, use, the, money, to, buy, a, plane]

GUESS:	AM: -2.66e+03	LM: -6.62e+01	Total: -2.73e+03	[in, tokyo, foreign, exchange, trading, yesterday, the, yen, increased, against, the, dollar]
GOLD:	AM: -2.66e+03	LM: -6.62e+01	Total: -2.73e+03	[in, tokyo, foreign, exchange, trading, yesterday, the, yen, increased, against, the, dollar]

GUESS:	AM: -2.42e+03	LM: -9.62e+01	Total: -2.52e+03	[that, 's, might, lift, the, yen, which, has, been, moving, in, tandem, with, the, market, recently]
GOLD:	AM: -2.43e+03	LM: -1.01e+02	Total: -2.53e+03	[that, might, lift, the, yen, which, has, been, moving, in, tandem, with, the, mark, recently]

GUESS:	AM: -2.63e+03	LM: -7.36e+01	Total: -2.70e+03	[the, currency, slid, more, than, one, percent, against, the, west, german, mark, and, swiss, franc]
GOLD:	AM: -2.63e+03	LM: -7.36e+01	Total: -2.70e+03	[the, currency, slid, more, than, one, percent, against, the, west, german, mark, and, swiss, franc]

GUESS:	AM: -2.68e+03	LM: -7.26e+01	Total: -2.75e+03	[this, is, the, ninth, consecutive, month, in, which, the, index, has, exceeded, fifty, percent]
GOLD:	AM: -2.68e+03	LM: -7.26e+01	Total: -2.75e+03	[this, is, the, ninth, consecutive, month, in, which, the, index, has, exceeded, fifty, percent]

GUESS:	AM: -2.55e+03	LM: -8.67e+01	Total: -2.64e+03	[volume, was, heavy, an, all, one, hundred, and, twenty, nine, issues, that, traded, posted, declines]
GOLD:	AM: -2.56e+03	LM: -8.52e+01	Total: -2.64e+03	[volume, was, heavy, and, all, one, hundred, and, twenty, nine, issues, that, traded, posted, declines]

GUESS:	AM: -2.13e+03	LM: -8.31e+01	Total: -2.21e+03	[yesterday, many, corn, futures, prices, plunged, by, the, permissible, daily, limits]
GOLD:	AM: -2.13e+03	LM: -8.92e+01	Total: -2.22e+03	[yesterday, many, corn, futures, prices, plunged, by, their, permissible, daily, limits]

GUESS:	AM: -9.69e+02	LM: -1.59e+01	Total: -9.85e+02	[he, could, n't, be, reached, for, comment]
GOLD:	AM: -9.67e+02	LM: -1.92e+01	Total: -9.86e+02	[she, could, n't, be, reached, for, comment]

GUESS:	AM: -1.47e+03	LM: -3.48e+01	Total: -1.50e+03	[the, index, fell, twelve, point, two, percent, monday]
GOLD:	AM: -1.47e+03	LM: -3.48e+01	Total: -1.50e+03	[the, index, fell, twelve, point, two, percent, monday]

GUESS:	AM: -1.94e+03	LM: -7.61e+01	Total: -2.02e+03	[increase, government, funding, for, education, has, picked, up, some, of, the, slack]
GOLD:	AM: -1.94e+03	LM: -8.78e+01	Total: -2.03e+03	[increased, government, funding, for, higher, education, has, picked, up, some, of, the, slack]

GUESS:	AM: -2.65e+03	LM: -1.29e+02	Total: -2.77e+03	[the, soviets, for, example, are, having, difficulty, shipping, s., oil, through, their, normal, want, reports, traders, said, in]
GOLD:	AM: -2.65e+03	LM: -1.31e+02	Total: -2.78e+03	[the, soviets, for, example, are, having, difficulty, shipping, gas, oil, through, their, normal, winter, ports, traders, said]

GUESS:	AM: -1.92e+03	LM: -1.01e+02	Total: -2.02e+03	[colleges, say, such, grants, help, students, who, could, qualify, for, need, a, stated]
GOLD:	AM: -1.91e+03	LM: -1.15e+02	Total: -2.03e+03	[colleges, say, such, grants, help, students, who, could, n't, qualify, for, need, based, aid]

GUESS:	AM: -4.17e+03	LM: -8.63e+01	Total: -4.26e+03	[a, reading, above, fifty, percent, generally, indicates, that, the, economy, is, expanding, a, figure, below, fifty, percent, indicates, a, weakening, economy]
GOLD:	AM: -4.17e+03	LM: -8.63e+01	Total: -4.26e+03	[a, reading, above, fifty, percent, generally, indicates, that, the, economy, is, expanding, a, figure, below, fifty, percent, indicates, a, weakening, economy]

GUESS:	AM: -2.56e+03	LM: -6.90e+01	Total: -2.63e+03	[the, index, has, averaged, fifty, four, percent, in, the, first, four, months, of, nineteen, eighty, seven]
GOLD:	AM: -2.56e+03	LM: -6.90e+01	Total: -2.63e+03	[the, index, has, averaged, fifty, four, percent, in, the, first, four, months, of, nineteen, eighty, seven]

GUESS:	AM: -2.43e+03	LM: -6.22e+01	Total: -2.49e+03	[in, the, newly, created, position, he, heads, the, new, public, finance, department]
GOLD:	AM: -2.43e+03	LM: -6.22e+01	Total: -2.49e+03	[in, the, newly, created, position, he, heads, the, new, public, finance, department]

GUESS:	AM: -3.55e+03	LM: -9.82e+01	Total: -3.65e+03	[concern, about, the, inflation, outlook, increased, further, because, of, a, survey, of, corporate, purchasing, managers, released, yesterday]
GOLD:	AM: -3.55e+03	LM: -9.82e+01	Total: -3.65e+03	[concern, about, the, inflation, outlook, increased, further, because, of, a, survey, of, corporate, purchasing, managers, released, yesterday]

GUESS:	AM: -5.34e+03	LM: -1.49e+02	Total: -5.49e+03	[much, to, the, surprise, of, many, analysts, the, national, association, of, purchasing, management, 's, latest, survey, showed, economy, surged, last, month, reversing, a, three, month, decline]
GOLD:	AM: -5.34e+03	LM: -1.50e+02	Total: -5.49e+03	[much, to, the, surprise, of, many, analysts, the, national, association, of, purchasing, management, 's, latest, survey, showed, the, economy, surged, last, month, reversing, a, three, month, decline]

GUESS:	AM: -2.45e+03	LM: -1.46e+02	Total: -2.60e+03	[if, drying, up, the, supply, does, n't, work, any, serious, anti, drug, effort, has, n't, ride, drying, up, the, demand]
GOLD:	AM: -2.46e+03	LM: -1.44e+02	Total: -2.60e+03	[if, drying, up, the, supply, does, n't, work, any, serious, anti, drug, effort, has, to, try, drying, up, the, demand]

GUESS:	AM: -1.79e+03	LM: -6.62e+01	Total: -1.86e+03	[this, supply, keeps, growing, to, meet, the, growing, demand]
GOLD:	AM: -1.80e+03	LM: -6.62e+01	Total: -1.86e+03	[the, supply, keeps, growing, to, meet, a, growing, demand]

GUESS:	AM: -1.96e+03	LM: -8.82e+01	Total: -2.05e+03	[inevitably, one, child, asks, how, did, to, get, off, the, tape]
GOLD:	AM: -1.96e+03	LM: -8.97e+01	Total: -2.05e+03	[inevitably, one, child, asks, how, did, you, get, off, the, tape]

GUESS:	AM: -1.58e+03	LM: -4.39e+01	Total: -1.63e+03	[they, were, caught, before, completing, the, purchase]
GOLD:	AM: -1.58e+03	LM: -4.39e+01	Total: -1.63e+03	[they, were, caught, before, completing, the, purchase]

GUESS:	AM: -2.62e+03	LM: -1.18e+02	Total: -2.74e+03	[a, group, of, workers, at, one, ford, plant, receive, tuition, assistance, to, attend, flights, goal]
GOLD:	AM: -2.63e+03	LM: -1.15e+02	Total: -2.74e+03	[a, group, of, workers, at, one, ford, plant, received, tuition, assistance, to, attend, flight, school]

GUESS:	AM: -1.83e+03	LM: -6.38e+01	Total: -1.89e+03	[others, that, have, the, opposite, problem, wasted, money]
GOLD:	AM: -1.83e+03	LM: -6.50e+01	Total: -1.90e+03	[others, have, had, the, opposite, problem, wasted, money]

GUESS:	AM: -3.47e+03	LM: -1.24e+02	Total: -3.60e+03	[a, spokeswoman, blames, the, decline, on, market, volatility, and, says, the, swing, is, within, a, reasonable, range, for, us]
GOLD:	AM: -3.47e+03	LM: -1.24e+02	Total: -3.60e+03	[a, spokeswoman, blames, the, decline, on, market, volatility, and, says, the, swing, is, within, a, reasonable, range, for, us]

GUESS:	AM: -1.71e+03	LM: -3.98e+01	Total: -1.75e+03	[if, they, try, to, supply, the, prices, rise]
GOLD:	AM: -1.70e+03	LM: -5.72e+01	Total: -1.75e+03	[if, they, dry, up, the, supply, the, prices, rise]

